Date,ProductID,ProductName,Category,Brand,CustomerID,CustomerName,Gender,Region,StoreID,StoreName,StoreCity,Quantity,UnitPrice,Discount,SalesAmount,Profit
2023-12-18,P0058,Sony She,Electronics,Sony,C0115,Christopher,Female,Bassborough,S040,Store_40,New Sandraton,4,5303,0.1,19090.8,1899.95
2023-11-26,P0314,Nestle Modern,Food,Nestle,C0805,Chad,Female,New Ryanborough,S020,Store_20,Seanstad,3,2837,0.2,6808.8,667.34
2023-07-13,P0186,Uniqlo Area,Fashion,Uniqlo,C0228,Peggy,Female,East Sandra,S003,Store_3,Melissatown,6,48503,0.05,276467.1,26475.98
2023-05-11,P0098,HP Great,Electronics,HP,C0502,Andrea,Male,South Cindy,S022,Store_22,Geraldside,9,32805,0.15,250958.25,27666.44
2023-11-18,P0405,L'Oreal Than,Beauty,L'Oreal,C0110,Steven,Female,New Heatherview,S003,Store_3,Melissatown,4,6858,0.05,26060.4,1753.23
2023-12-05,P0153,Zara It,Fashion,Zara,C0946,Rebecca,Female,Rodriguezhaven,S038,Store_38,Lake Kenneth,3,17978,0.15,45843.9,7877.56
2023-04-15,P0072,Dell Investment,Electronics,Dell,C0528,Jane,Female,New Brentport,S034,Store_34,Allenchester,4,4445,0.15,15113.0,4061.88
2023-11-23,P0272,Panasonic Father,Home,Panasonic,C0056,Amanda,Male,West Robert,S014,Store_14,Port Frances,1,47943,0.15,40751.55,2206.13
2023-04-01,P0273,Panasonic Tell,Home,Panasonic,C0482,Sherry,Female,Tinastad,S005,Store_5,Heathermouth,9,8498,0.0,76482.0,18449.36
2023-03-14,P0217,IKEA Agent,Home,IKEA,C0940,Mario,Female,Andersonton,S037,Store_37,South Tonyashire,4,942,0.15,3202.8,807.77
2023-07-14,P0179,H&M Should,Fashion,H&M,C0323,Mark,Male,Thomasberg,S003,Store_3,Melissatown,9,39089,0.05,334210.95,57171.82
2023-03-12,P0190,Uniqlo Recognize,Fashion,Uniqlo,C0542,Megan,Male,New Connie,S046,Store_46,Lisaside,5,20071,0.0,100355.0,6219.73
2023-03-21,P0246,Philips Development,Home,Philips,C0812,Kayla,Male,Markville,S039,Store_39,West Shawnashire,5,20594,0.1,92673.0,6598.87
2023-02-03,P0042,Sony Institution,Electronics,Sony,C0151,William,Female,Port Caitlinland,S027,Store_27,Jamesfort,5,37184,0.0,185920.0,46262.45
2023-03-12,P0140,Adidas Choose,Fashion,Adidas,C0452,Daniel,Female,Lake Raymond,S046,Store_46,Lisaside,5,35644,0.0,178220.0,34341.72
2023-10-08,P0459,Estee Lauder Through,Beauty,Estee Lauder,C0145,Dylan,Male,Mcdonaldchester,S031,Store_31,North Rachel,2,44006,0.05,83611.4,18461.57
2023-04-03,P0145,Zara Pattern,Fashion,Zara,C0050,Heather,Female,Lake Charles,S050,Store_50,Mendozastad,1,19495,0.15,16570.75,1524.62
2023-06-25,P0234,Sealy Guess,Home,Sealy,C0657,James,Female,New Teresamouth,S011,Store_11,South Terrimouth,9,46457,0.15,355396.05,76842.91
2023-05-01,P0183,Uniqlo Respond,Fashion,Uniqlo,C0059,Olivia,Male,North Kellymouth,S004,Store_4,Courtneymouth,3,7884,0.15,20104.2,1080.96
2023-04-28,P0167,H&M Personal,Fashion,H&M,C0053,Ryan,Male,Lake Michelleland,S024,Store_24,South Whitneyport,4,11042,0.1,39751.2,2668.75
2023-04-10,P0412,L'Oreal Form,Beauty,L'Oreal,C0287,Brian,Male,Kaylashire,S050,Store_50,Mendozastad,5,48875,0.05,232156.25,67016.29
2023-01-20,P0383,Pepsi Practice,Food,Pepsi,C0739,Patrick,Female,South Timothyville,S022,Store_22,Geraldside,2,46532,0.05,88410.8,25177.37
2023-07-30,P0138,Adidas Mrs,Fashion,Adidas,C0932,Gary,Female,Jeanetteville,S006,Store_6,Alyssaview,1,49370,0.1,44433.0,8355.94
2023-04-20,P0103,Nike Answer,Fashion,Nike,C0796,Jacob,Female,North Annaton,S033,Store_33,Adamfurt,9,44979,0.0,404811.0,41457.85
2023-05-17,P0331,Oreo Party,Food,Oreo,C0274,Clayton,Female,Younghaven,S009,Store_9,North Curtishaven,4,30709,0.2,98268.8,19011.8
2023-10-19,P0482,Shiseido Detail,Beauty,Shiseido,C0298,Angela,Male,West Ashleyton,S042,Store_42,Paulmouth,5,3469,0.2,13876.0,933.5
2023-04-21,P0276,Panasonic Page,Home,Panasonic,C0642,Denise,Male,Port Dennisside,S029,Store_29,Lake Kimberlyland,3,48915,0.2,117396.0,7246.11
2023-02-15,P0093,HP Big,Electronics,HP,C0754,Michael,Female,Greenbury,S033,Store_33,Adamfurt,9,34236,0.2,246499.2,50206.64
2023-05-03,P0338,Oreo Science,Food,Oreo,C0848,Lisa,Female,Brooksfurt,S024,Store_24,South Whitneyport,10,49668,0.1,447012.0,27197.07
2023-03-19,P0161,H&M Color,Fashion,H&M,C0983,Joshua,Male,Ericport,S031,Store_31,North Rachel,4,37044,0.2,118540.8,18617.12
2023-04-10,P0170,H&M Past,Fashion,H&M,C0797,Peter,Female,Gibsonchester,S017,Store_17,Davidmouth,1,49530,0.1,44577.0,3523.7
2023-03-26,P0277,Panasonic Edge,Home,Panasonic,C0144,Jose,Female,Johnsonside,S032,Store_32,Port Dannyborough,3,30626,0.1,82690.2,22041.22
2023-01-22,P0497,Shiseido Simply,Beauty,Shiseido,C0011,John,Male,Davidtown,S038,Store_38,Lake Kenneth,10,25366,0.1,228294.0,16494.81
2023-02-11,P0091,HP Character,Electronics,HP,C0398,Mary,Female,North Franciscofurt,S037,Store_37,South Tonyashire,2,389,0.15,661.3,189.91
2023-10-20,P0382,Pepsi Debate,Food,Pepsi,C0350,Kevin,Male,East Rebeccamouth,S020,Store_20,Seanstad,10,40790,0.0,407900.0,46244.95
2023-07-15,P0340,Oreo Report,Food,Oreo,C0565,Jennifer,Female,New Yvonneburgh,S020,Store_20,Seanstad,2,37295,0.2,59672.0,7994.78
2023-08-12,P0258,Philips Vote,Home,Philips,C0291,Alexandra,Male,New Jenniferfort,S041,Store_41,Burnshaven,7,12641,0.0,88487.0,20918.38
2023-06-23,P0008,Samsung Outside,Electronics,Samsung,C0993,Michael,Female,Matafurt,S035,Store_35,Karenfurt,4,39732,0.2,127142.4,33963.77
2023-06-30,P0032,Apple Game,Electronics,Apple,C0751,Alyssa,Female,East Ann,S028,Store_28,North Jason,1,46286,0.1,41657.4,8944.24
2023-07-18,P0094,HP Somebody,Electronics,HP,C0861,Thomas,Female,West Aaronport,S046,Store_46,Lisaside,3,30635,0.0,91905.0,19740.06
2023-08-23,P0202,IKEA Make,Home,IKEA,C0257,Randy,Female,East Victoria,S014,Store_14,Port Frances,10,12338,0.05,117211.0,22590.61
2023-09-01,P0322,Oreo Name,Food,Oreo,C0839,Jessica,Female,Christineside,S009,Store_9,North Curtishaven,5,48043,0.05,228204.25,36105.83
2023-11-25,P0004,Samsung Raise,Electronics,Samsung,C0330,Abigail,Male,Rodneyshire,S039,Store_39,West Shawnashire,10,46243,0.05,439308.5,27115.41
2023-05-25,P0460,Estee Lauder Artist,Beauty,Estee Lauder,C0566,Jessica,Male,North Amy,S003,Store_3,Melissatown,5,38142,0.2,152568.0,12395.88
2023-11-29,P0430,Maybelline International,Beauty,Maybelline,C0860,Anna,Female,Jayville,S031,Store_31,North Rachel,9,27610,0.15,211216.5,35252.49
2023-07-11,P0255,Philips Office,Home,Philips,C0168,Kathryn,Male,Newmanton,S033,Store_33,Adamfurt,5,2028,0.15,8619.0,1037.57
2023-01-11,P0350,Lays A,Food,Lays,C0187,Donald,Male,South Alison,S039,Store_39,West Shawnashire,3,42944,0.0,128832.0,36573.29
2023-01-10,P0136,Adidas Herself,Fashion,Adidas,C0454,Ashley,Male,South Sydney,S030,Store_30,Nicoleton,2,44736,0.0,89472.0,16679.32
2023-06-29,P0134,Adidas Fly,Fashion,Adidas,C0771,Joseph,Male,Pinedatown,S039,Store_39,West Shawnashire,7,43911,0.05,292008.15,53042.21
2023-06-05,P0249,Philips Much,Home,Philips,C0925,Taylor,Female,Jensenburgh,S032,Store_32,Port Dannyborough,7,42499,0.05,282618.35,41622.73
2023-11-10,P0139,Adidas End,Fashion,Adidas,C0329,Jacob,Female,South Juliefurt,S002,Store_2,New Laura,2,39574,0.1,71233.2,9100.66
2023-07-03,P0427,Maybelline Here,Beauty,Maybelline,C0399,Matthew,Male,Robinland,S047,Store_47,New Megan,6,46870,0.1,253098.0,18195.66
2023-10-02,P0081,HP Test,Electronics,HP,C0736,Lauren,Male,Port Jesse,S050,Store_50,Mendozastad,7,1117,0.05,7428.05,2052.14
2023-11-21,P0105,Nike Ground,Fashion,Nike,C0431,Christopher,Male,South Renee,S020,Store_20,Seanstad,3,6051,0.2,14522.4,3798.95
2023-04-28,P0473,Nivea Recognize,Beauty,Nivea,C0932,Gary,Female,Jeanetteville,S029,Store_29,Lake Kimberlyland,9,14825,0.1,120082.5,16654.31
2023-08-01,P0419,L'Oreal Evidence,Beauty,L'Oreal,C0405,Diana,Female,Mcbridemouth,S009,Store_9,North Curtishaven,8,23391,0.2,149702.4,23897.51
2023-05-25,P0132,Adidas White,Fashion,Adidas,C0590,Patrick,Male,North Sonia,S044,Store_44,East Traviston,10,43853,0.05,416603.5,88705.08
2023-01-20,P0200,Uniqlo Democratic,Fashion,Uniqlo,C0109,Jon,Female,Port Andrew,S048,Store_48,Williamsmouth,8,39038,0.0,312304.0,31061.27
2023-12-22,P0200,Uniqlo Democratic,Fashion,Uniqlo,C0608,Bryan,Male,South Alicebury,S033,Store_33,Adamfurt,5,26206,0.15,111375.5,33307.65
2023-04-07,P0437,Maybelline Central,Beauty,Maybelline,C0630,Daniel,Male,Webbbury,S018,Store_18,Marialand,5,716,0.2,2864.0,795.43
2023-11-22,P0350,Lays A,Food,Lays,C0717,Jonathan,Male,Barrettville,S048,Store_48,Williamsmouth,9,29057,0.05,248437.35,67030.42
2023-08-18,P0157,Zara Heart,Fashion,Zara,C0090,Paul,Female,Millerhaven,S006,Store_6,Alyssaview,7,26477,0.0,185339.0,47235.55
2023-06-01,P0126,Adidas Gas,Fashion,Adidas,C0045,Cindy,Female,North Jeffery,S007,Store_7,Lisafurt,5,44772,0.0,223860.0,19102.85
2023-06-23,P0161,H&M Color,Fashion,H&M,C0986,Dean,Male,Harveyside,S032,Store_32,Port Dannyborough,9,11460,0.1,92826.0,9881.22
2023-02-05,P0231,Sealy Some,Home,Sealy,C0688,Mark,Male,Sampsonton,S023,Store_23,Griffithtown,3,12692,0.0,38076.0,9180.46
2023-04-29,P0149,Zara Thank,Fashion,Zara,C0193,Ashley,Male,Nataliestad,S044,Store_44,East Traviston,9,29707,0.0,267363.0,56655.97
2023-10-15,P0393,Pepsi Rise,Food,Pepsi,C0700,Joe,Female,East Emmafort,S026,Store_26,Hoffmanville,2,43670,0.0,87340.0,18496.57
2023-08-11,P0227,Sealy Be,Home,Sealy,C0485,Ann,Male,Amandaborough,S003,Store_3,Melissatown,2,45402,0.05,86263.8,4765.43
2023-08-03,P0445,Estee Lauder Successful,Beauty,Estee Lauder,C0030,Carol,Female,Wyattchester,S022,Store_22,Geraldside,7,29396,0.05,195483.4,50002.29
2023-08-07,P0422,Maybelline Find,Beauty,Maybelline,C0180,Daniel,Male,Chaneyburgh,S044,Store_44,East Traviston,10,44740,0.15,380290.0,35349.82
2023-11-20,P0093,HP Big,Electronics,HP,C0952,Toni,Female,West Lisa,S009,Store_9,North Curtishaven,9,28777,0.15,220144.05,16591.83
2023-02-01,P0021,Apple Discussion,Electronics,Apple,C0535,Mary,Male,West Peter,S008,Store_8,South Matthewport,7,36547,0.15,217454.65,39085.73
2023-06-08,P0486,Shiseido Easy,Beauty,Shiseido,C0762,Dana,Female,Eugeneburgh,S050,Store_50,Mendozastad,3,12288,0.2,29491.2,3212.96
2023-05-22,P0223,Sealy Real,Home,Sealy,C0539,James,Female,Greenbury,S001,Store_1,East Jonathanview,8,43088,0.2,275763.2,82652.17
2023-12-11,P0250,Philips Image,Home,Philips,C0572,Luis,Female,Carolynview,S037,Store_37,South Tonyashire,2,41055,0.0,82110.0,15989.28
2023-02-11,P0453,Estee Lauder Production,Beauty,Estee Lauder,C0189,Tonya,Male,Jenniferview,S007,Store_7,Lisafurt,7,38378,0.05,255213.7,55012.91
2023-10-18,P0486,Shiseido Easy,Beauty,Shiseido,C0440,Lindsay,Male,Munoztown,S034,Store_34,Allenchester,8,24842,0.15,168925.6,18934.58
2023-10-31,P0321,Oreo Give,Food,Oreo,C0718,James,Male,Ericstad,S032,Store_32,Port Dannyborough,2,44071,0.0,88142.0,20297.74
2023-07-03,P0416,L'Oreal Institution,Beauty,L'Oreal,C0006,Cheyenne,Male,Cruzmouth,S033,Store_33,Adamfurt,8,20161,0.15,137094.8,24315.61
2023-06-28,P0186,Uniqlo Area,Fashion,Uniqlo,C0021,Hailey,Male,Lake Matthewfort,S025,Store_25,Emilybury,4,10310,0.05,39178.0,4649.93
2023-04-19,P0355,Lays Would,Food,Lays,C0897,Aimee,Female,Andrewmouth,S024,Store_24,South Whitneyport,3,48375,0.05,137868.75,7175.41
2023-05-14,P0347,Lays Fly,Food,Lays,C0705,Steven,Female,Rebeccafort,S037,Store_37,South Tonyashire,5,22736,0.15,96628.0,17086.3
2023-06-02,P0345,Lays Direction,Food,Lays,C0875,Jacqueline,Female,Serranomouth,S022,Store_22,Geraldside,1,26503,0.2,21202.4,5448.74
2023-11-29,P0476,Nivea Condition,Beauty,Nivea,C0207,Matthew,Male,Gutierrezmouth,S044,Store_44,East Traviston,2,28422,0.0,56844.0,9958.39
2023-03-11,P0373,Heinz Too,Food,Heinz,C0663,Tyler,Male,Jacquelinemouth,S041,Store_41,Burnshaven,4,42271,0.0,169084.0,42776.56
2023-02-06,P0325,Oreo Growth,Food,Oreo,C0298,Angela,Male,West Ashleyton,S024,Store_24,South Whitneyport,9,13579,0.2,97768.8,17659.37
2023-09-26,P0136,Adidas Herself,Fashion,Adidas,C0603,Michael,Female,Lake Jessefort,S048,Store_48,Williamsmouth,1,26168,0.1,23551.2,1288.43
2023-08-14,P0132,Adidas White,Fashion,Adidas,C0795,Mary,Male,Morenoton,S042,Store_42,Paulmouth,6,35010,0.2,168048.0,49704.38
2023-12-21,P0376,Heinz At,Food,Heinz,C0369,Jeffery,Female,South Michael,S044,Store_44,East Traviston,6,12089,0.05,68907.3,9108.85
2023-02-08,P0145,Zara Pattern,Fashion,Zara,C0178,Derek,Female,Joshuaborough,S035,Store_35,Karenfurt,2,23636,0.1,42544.8,5402.7
2023-09-09,P0320,Nestle Light,Food,Nestle,C0383,Jose,Male,Lake Daniel,S043,Store_43,West Cathy,3,22692,0.05,64672.2,5630.32
2023-02-10,P0201,IKEA Point,Home,IKEA,C0863,Jamie,Female,New Johnfort,S045,Store_45,East Brandon,2,12977,0.15,22060.9,2511.55
2023-09-22,P0279,Panasonic Race,Home,Panasonic,C0649,Michael,Male,North Dustinburgh,S030,Store_30,Nicoleton,1,37916,0.05,36020.2,4788.19
2023-10-10,P0254,Philips Special,Home,Philips,C0745,Steven,Male,Lake Allisonland,S015,Store_15,Samanthaview,3,15862,0.0,47586.0,10900.46
2023-03-12,P0250,Philips Image,Home,Philips,C0663,Tyler,Male,Jacquelinemouth,S006,Store_6,Alyssaview,4,2543,0.1,9154.8,1097.75
2023-12-29,P0403,L'Oreal Entire,Beauty,L'Oreal,C0987,Katherine,Male,East Chelseaborough,S022,Store_22,Geraldside,3,26519,0.05,75579.15,6517.5
2023-01-21,P0311,Nestle Blue,Food,Nestle,C0341,Eric,Male,Claytown,S042,Store_42,Paulmouth,2,17717,0.05,33662.3,7856.79
2023-01-10,P0185,Uniqlo Relate,Fashion,Uniqlo,C0834,Katherine,Female,Coreyside,S038,Store_38,Lake Kenneth,5,33518,0.2,134072.0,38466.94
2023-10-26,P0499,Shiseido Wrong,Beauty,Shiseido,C0454,Ashley,Male,South Sydney,S008,Store_8,South Matthewport,3,2151,0.2,5162.4,293.14
2023-03-31,P0482,Shiseido Detail,Beauty,Shiseido,C0908,Marcus,Male,Christopherfort,S014,Store_14,Port Frances,4,18961,0.1,68259.6,6344.5
2023-06-11,P0365,Heinz Until,Food,Heinz,C0576,Kathleen,Male,Caitlinton,S022,Store_22,Geraldside,10,12540,0.1,112860.0,15566.26
2023-03-03,P0089,HP Dinner,Electronics,HP,C0059,Olivia,Male,North Kellymouth,S034,Store_34,Allenchester,10,2489,0.1,22401.0,6158.23
2023-02-05,P0289,Tefal Skill,Home,Tefal,C0953,Michelle,Female,Port Michelleview,S003,Store_3,Melissatown,5,25204,0.15,107117.0,21494.08
2023-02-17,P0441,Estee Lauder Well,Beauty,Estee Lauder,C0856,Mario,Male,Fosterbury,S006,Store_6,Alyssaview,10,6059,0.1,54531.0,4544.71
2023-07-18,P0220,IKEA Attack,Home,IKEA,C0761,Katherine,Male,Paceborough,S025,Store_25,Emilybury,3,25302,0.05,72110.7,11244.49
2023-05-08,P0208,IKEA Agent,Home,IKEA,C0475,Teresa,Male,Danielbury,S006,Store_6,Alyssaview,1,1524,0.1,1371.6,263.17
2023-07-16,P0240,Sealy Think,Home,Sealy,C0311,Kathleen,Male,South Charles,S014,Store_14,Port Frances,2,27230,0.05,51737.0,4003.73
2023-05-21,P0447,Estee Lauder Statement,Beauty,Estee Lauder,C0289,Karen,Male,Sellersland,S024,Store_24,South Whitneyport,7,1130,0.05,7514.5,1159.45
2023-02-12,P0021,Apple Discussion,Electronics,Apple,C0681,John,Male,Hurleyland,S034,Store_34,Allenchester,10,36159,0.15,307351.5,34573.97
2023-11-25,P0321,Oreo Give,Food,Oreo,C0790,Adrian,Female,Scottmouth,S003,Store_3,Melissatown,2,30431,0.0,60862.0,4476.75
2023-10-14,P0493,Shiseido Type,Beauty,Shiseido,C0988,Ann,Female,Jamesborough,S012,Store_12,Kariport,1,46275,0.1,41647.5,7709.45
2023-10-14,P0196,Uniqlo Amount,Fashion,Uniqlo,C0290,Marco,Male,South Georgeville,S040,Store_40,New Sandraton,3,13950,0.0,41850.0,2189.29
2023-08-07,P0307,Nestle Drive,Food,Nestle,C0419,Kevin,Male,East Kimberg,S016,Store_16,West Leah,1,547,0.1,492.3,119.47
2023-07-06,P0150,Zara Occur,Fashion,Zara,C0091,Rachel,Female,Zavalaport,S041,Store_41,Burnshaven,4,11468,0.1,41284.8,8597.54
2023-07-22,P0306,Nestle Point,Food,Nestle,C0828,Frances,Female,Lindseyland,S036,Store_36,Lake Ryan,1,2801,0.1,2520.9,193.97
2023-03-30,P0146,Zara Raise,Fashion,Zara,C0973,Rachael,Male,Bartonmouth,S048,Store_48,Williamsmouth,2,29180,0.15,49606.0,9302.89
2023-03-14,P0121,Adidas Popular,Fashion,Adidas,C0352,Faith,Female,East Williamshire,S044,Store_44,East Traviston,1,44839,0.1,40355.1,5893.64
2023-01-23,P0072,Dell Investment,Electronics,Dell,C0352,Faith,Female,East Williamshire,S037,Store_37,South Tonyashire,6,6466,0.2,31036.8,6643.36
2023-12-14,P0294,Tefal Task,Home,Tefal,C0608,Bryan,Male,South Alicebury,S016,Store_16,West Leah,8,40049,0.1,288352.8,52425.16
2023-01-15,P0008,Samsung Outside,Electronics,Samsung,C0227,Dawn,Male,North Tonyaport,S044,Store_44,East Traviston,8,47784,0.2,305817.6,72254.96
2023-01-20,P0153,Zara It,Fashion,Zara,C0004,Taylor,Male,New Matthewside,S034,Store_34,Allenchester,4,438,0.1,1576.8,347.76
2023-01-25,P0200,Uniqlo Democratic,Fashion,Uniqlo,C0066,Joshua,Male,New Steve,S034,Store_34,Allenchester,10,24990,0.05,237405.0,39672.54
2023-09-01,P0172,H&M Green,Fashion,H&M,C0337,Nicole,Female,Port Ericville,S002,Store_2,New Laura,10,13072,0.2,104576.0,17421.83
2023-04-10,P0362,Heinz Soon,Food,Heinz,C0578,Jonathan,Male,West Sharontown,S050,Store_50,Mendozastad,2,18115,0.05,34418.5,8000.05
2023-10-29,P0352,Lays Nature,Food,Lays,C0103,Scott,Male,New Kennethland,S039,Store_39,West Shawnashire,7,46946,0.1,295759.8,27237.7
2023-08-04,P0047,Sony Sport,Electronics,Sony,C0340,Tiffany,Female,Markborough,S018,Store_18,Marialand,1,36953,0.2,29562.4,3399.43
2023-05-06,P0167,H&M Personal,Fashion,H&M,C0358,Robert,Female,East Bethbury,S004,Store_4,Courtneymouth,9,42499,0.0,382491.0,99296.66
2023-11-12,P0426,Maybelline Cup,Beauty,Maybelline,C0866,James,Female,North Haleyview,S009,Store_9,North Curtishaven,1,26781,0.2,21424.8,3788.47
2023-01-08,P0256,Philips Leg,Home,Philips,C0822,William,Female,Lawsonfurt,S031,Store_31,North Rachel,5,17537,0.1,78916.5,18018.45
2023-10-27,P0372,Heinz Author,Food,Heinz,C0623,David,Female,Morganchester,S044,Store_44,East Traviston,4,23163,0.15,78754.2,9513.85
2023-07-20,P0255,Philips Office,Home,Philips,C0001,Fernando,Male,Micheleport,S018,Store_18,Marialand,8,2455,0.1,17676.0,3014.06
2023-02-26,P0334,Oreo Determine,Food,Oreo,C0275,Gregory,Male,Amandaburgh,S007,Store_7,Lisafurt,7,43998,0.05,292586.7,28826.9
2023-09-27,P0027,Apple Still,Electronics,Apple,C0256,Brandi,Female,Lopezberg,S010,Store_10,South Carla,7,28827,0.0,201789.0,54847.12
2023-07-30,P0319,Nestle Audience,Food,Nestle,C0213,Stephanie,Male,Schultzstad,S025,Store_25,Emilybury,7,13435,0.15,79938.25,16694.33
2023-04-18,P0133,Adidas Stay,Fashion,Adidas,C0517,Eric,Male,New Christineport,S005,Store_5,Heathermouth,3,25203,0.2,60487.2,16096.35
2023-07-28,P0313,Nestle See,Food,Nestle,C0800,Grace,Female,East Jenniferstad,S014,Store_14,Port Frances,9,46578,0.05,398241.9,98017.98
2023-03-14,P0413,L'Oreal Mean,Beauty,L'Oreal,C0023,Ryan,Female,Port Shanebury,S043,Store_43,West Cathy,4,7448,0.15,25323.2,5955.65
2023-08-11,P0222,Sealy Lot,Home,Sealy,C0438,Edward,Female,South Ashley,S009,Store_9,North Curtishaven,8,4542,0.15,30885.6,3673.96
2023-08-15,P0480,Nivea Movement,Beauty,Nivea,C0477,Mary,Male,Lake Christopherstad,S041,Store_41,Burnshaven,4,29250,0.0,117000.0,21123.08
2023-03-03,P0226,Sealy Herself,Home,Sealy,C0433,Glen,Female,Sandraville,S011,Store_11,South Terrimouth,4,44877,0.05,170532.6,18217.02
2023-07-10,P0167,H&M Personal,Fashion,H&M,C0599,Scott,Male,West Becky,S001,Store_1,East Jonathanview,8,19410,0.05,147516.0,11230.12
2023-07-28,P0426,Maybelline Cup,Beauty,Maybelline,C0904,Angela,Female,Port Ellenberg,S047,Store_47,New Megan,8,5138,0.2,32883.2,7110.53
2023-03-07,P0227,Sealy Be,Home,Sealy,C0434,William,Male,Lake James,S031,Store_31,North Rachel,6,24107,0.0,144642.0,17208.18
2023-05-25,P0420,L'Oreal Me,Beauty,L'Oreal,C0252,Susan,Female,Nancyborough,S039,Store_39,West Shawnashire,1,12781,0.2,10224.8,2028.6
2023-03-03,P0040,Apple Boy,Electronics,Apple,C0859,Brian,Female,Masonview,S044,Store_44,East Traviston,5,3310,0.1,14895.0,3294.84
2023-09-20,P0385,Pepsi Buy,Food,Pepsi,C0770,Alicia,Male,West Jennifer,S013,Store_13,Markmouth,7,11937,0.0,83559.0,18872.12
2023-02-06,P0292,Tefal Instead,Home,Tefal,C0424,Michael,Male,Kirstenborough,S005,Store_5,Heathermouth,4,34135,0.2,109232.0,32435.29
2023-01-21,P0115,Nike School,Fashion,Nike,C0053,Ryan,Male,Lake Michelleland,S044,Store_44,East Traviston,3,21378,0.0,64134.0,11313.43
2023-01-03,P0120,Nike Without,Fashion,Nike,C0632,Robert,Female,Rodriguezville,S013,Store_13,Markmouth,7,1752,0.0,12264.0,2166.76
2023-07-20,P0167,H&M Personal,Fashion,H&M,C0264,Alexandra,Male,Amymouth,S024,Store_24,South Whitneyport,10,16940,0.0,169400.0,45017.46
2023-02-11,P0359,Lays Might,Food,Lays,C0563,Jesse,Female,North John,S007,Store_7,Lisafurt,5,2037,0.15,8657.25,458.56
2023-01-26,P0435,Maybelline South,Beauty,Maybelline,C0026,Wendy,Female,Port Jessefurt,S034,Store_34,Allenchester,5,10600,0.05,50350.0,7556.91
2023-02-15,P0401,L'Oreal At,Beauty,L'Oreal,C0388,Jennifer,Female,Port Carrietown,S011,Store_11,South Terrimouth,5,26637,0.1,119866.5,7932.2
2023-05-19,P0475,Nivea Hundred,Beauty,Nivea,C0301,Joseph,Male,Gutierrezchester,S047,Store_47,New Megan,2,10162,0.2,16259.2,3507.8
2023-01-13,P0002,Samsung People,Electronics,Samsung,C0646,Tiffany,Female,Harttown,S038,Store_38,Lake Kenneth,5,33726,0.15,143335.5,18583.17
2023-07-20,P0046,Sony Collection,Electronics,Sony,C0704,Chad,Female,Davidview,S034,Store_34,Allenchester,6,19431,0.15,99098.1,21525.86
