date,productid,productname,category,brand,customerid,customername,gender,region,storeid,storename,storecity,quantity,unitprice,discount,salesamount,profit
2023-11-10,P0139,Adidas End,Fashion,Adidas,C0329,Jacob,Female,South Juliefurt,S002,Store_2,New Laura,2,39574.00,0.10,71233.20,9100.66
2023-07-03,P0427,Maybelline Here,Beauty,Maybelline,C0399,Matthew,Male,Robinland,S047,Store_47,New Megan,6,46870.00,0.10,253098.00,18195.66
2023-10-02,P0081,HP Test,Electronics,HP,C0736,Lauren,Male,Port Jesse,S050,Store_50,Mendozastad,7,1117.00,0.05,7428.05,2052.14
2023-11-21,P0105,Nike Ground,Fashion,Nike,C0431,Christopher,Male,South Renee,S020,Store_20,Seanstad,3,6051.00,0.20,14522.40,3798.95
2023-04-28,P0473,Nivea Recognize,Beauty,Nivea,C0932,Gary,Female,Jeanetteville,S029,Store_29,Lake Kimberlyland,9,14825.00,0.10,120082.50,16654.31
2023-08-01,P0419,L'Oreal Evidence,Beauty,L'Oreal,C0405,Diana,Female,Mcbridemouth,S009,Store_9,North Curtishaven,8,23391.00,0.20,149702.40,23897.51
2023-05-25,P0132,Adidas White,Fashion,Adidas,C0590,Patrick,Male,North Sonia,S044,Store_44,East Traviston,10,43853.00,0.05,416603.50,88705.08
2023-01-20,P0200,Uniqlo Democratic,Fashion,Uniqlo,C0109,Jon,Female,Port Andrew,S048,Store_48,Williamsmouth,8,39038.00,0.00,312304.00,31061.27
2023-12-22,P0200,Uniqlo Democratic,Fashion,Uniqlo,C0608,Bryan,Male,South Alicebury,S033,Store_33,Adamfurt,5,26206.00,0.15,111375.50,33307.65
2023-04-07,P0437,Maybelline Central,Beauty,Maybelline,C0630,Daniel,Male,Webbbury,S018,Store_18,Marialand,5,716.00,0.20,2864.00,795.43
2023-11-22,P0350,Lays A,Food,Lays,C0717,Jonathan,Male,Barrettville,S048,Store_48,Williamsmouth,9,29057.00,0.05,248437.35,67030.42
2023-08-18,P0157,Zara Heart,Fashion,Zara,C0090,Paul,Female,Millerhaven,S006,Store_6,Alyssaview,7,26477.00,0.00,185339.00,47235.55
2023-06-01,P0126,Adidas Gas,Fashion,Adidas,C0045,Cindy,Female,North Jeffery,S007,Store_7,Lisafurt,5,44772.00,0.00,223860.00,19102.85
2023-06-23,P0161,H&M Color,Fashion,H&M,C0986,Dean,Male,Harveyside,S032,Store_32,Port Dannyborough,9,11460.00,0.10,92826.00,9881.22
2023-02-05,P0231,Sealy Some,Home,Sealy,C0688,Mark,Male,Sampsonton,S023,Store_23,Griffithtown,3,12692.00,0.00,38076.00,9180.46
2023-04-29,P0149,Zara Thank,Fashion,Zara,C0193,Ashley,Male,Nataliestad,S044,Store_44,East Traviston,9,29707.00,0.00,267363.00,56655.97
2023-10-15,P0393,Pepsi Rise,Food,Pepsi,C0700,Joe,Female,East Emmafort,S026,Store_26,Hoffmanville,2,43670.00,0.00,87340.00,18496.57
2023-08-11,P0227,Sealy Be,Home,Sealy,C0485,Ann,Male,Amandaborough,S003,Store_3,Melissatown,2,45402.00,0.05,86263.80,4765.43
2023-08-03,P0445,Estee Lauder Successful,Beauty,Estee Lauder,C0030,Carol,Female,Wyattchester,S022,Store_22,Geraldside,7,29396.00,0.05,195483.40,50002.29
2023-08-07,P0422,Maybelline Find,Beauty,Maybelline,C0180,Daniel,Male,Chaneyburgh,S044,Store_44,East Traviston,10,44740.00,0.15,380290.00,35349.82
2023-11-20,P0093,HP Big,Electronics,HP,C0952,Toni,Female,West Lisa,S009,Store_9,North Curtishaven,9,28777.00,0.15,220144.05,16591.83
2023-02-01,P0021,Apple Discussion,Electronics,Apple,C0535,Mary,Male,West Peter,S008,Store_8,South Matthewport,7,36547.00,0.15,217454.65,39085.73
2023-06-08,P0486,Shiseido Easy,Beauty,Shiseido,C0762,Dana,Female,Eugeneburgh,S050,Store_50,Mendozastad,3,12288.00,0.20,29491.20,3212.96
2023-05-22,P0223,Sealy Real,Home,Sealy,C0539,James,Female,Greenbury,S001,Store_1,East Jonathanview,8,43088.00,0.20,275763.20,82652.17
2023-12-11,P0250,Philips Image,Home,Philips,C0572,Luis,Female,Carolynview,S037,Store_37,South Tonyashire,2,41055.00,0.00,82110.00,15989.28
2023-02-11,P0453,Estee Lauder Production,Beauty,Estee Lauder,C0189,Tonya,Male,Jenniferview,S007,Store_7,Lisafurt,7,38378.00,0.05,255213.70,55012.91
2023-10-18,P0486,Shiseido Easy,Beauty,Shiseido,C0440,Lindsay,Male,Munoztown,S034,Store_34,Allenchester,8,24842.00,0.15,168925.60,18934.58
2023-10-31,P0321,Oreo Give,Food,Oreo,C0718,James,Male,Ericstad,S032,Store_32,Port Dannyborough,2,44071.00,0.00,88142.00,20297.74
2023-07-03,P0416,L'Oreal Institution,Beauty,L'Oreal,C0006,Cheyenne,Male,Cruzmouth,S033,Store_33,Adamfurt,8,20161.00,0.15,137094.80,24315.61
2023-06-28,P0186,Uniqlo Area,Fashion,Uniqlo,C0021,Hailey,Male,Lake Matthewfort,S025,Store_25,Emilybury,4,10310.00,0.05,39178.00,4649.93
2023-04-19,P0355,Lays Would,Food,Lays,C0897,Aimee,Female,Andrewmouth,S024,Store_24,South Whitneyport,3,48375.00,0.05,137868.75,7175.41
2023-05-14,P0347,Lays Fly,Food,Lays,C0705,Steven,Female,Rebeccafort,S037,Store_37,South Tonyashire,5,22736.00,0.15,96628.00,17086.30
2023-06-02,P0345,Lays Direction,Food,Lays,C0875,Jacqueline,Female,Serranomouth,S022,Store_22,Geraldside,1,26503.00,0.20,21202.40,5448.74
2023-11-29,P0476,Nivea Condition,Beauty,Nivea,C0207,Matthew,Male,Gutierrezmouth,S044,Store_44,East Traviston,2,28422.00,0.00,56844.00,9958.39
2023-03-11,P0373,Heinz Too,Food,Heinz,C0663,Tyler,Male,Jacquelinemouth,S041,Store_41,Burnshaven,4,42271.00,0.00,169084.00,42776.56
2023-02-06,P0325,Oreo Growth,Food,Oreo,C0298,Angela,Male,West Ashleyton,S024,Store_24,South Whitneyport,9,13579.00,0.20,97768.80,17659.37
2023-09-26,P0136,Adidas Herself,Fashion,Adidas,C0603,Michael,Female,Lake Jessefort,S048,Store_48,Williamsmouth,1,26168.00,0.10,23551.20,1288.43
2023-08-14,P0132,Adidas White,Fashion,Adidas,C0795,Mary,Male,Morenoton,S042,Store_42,Paulmouth,6,35010.00,0.20,168048.00,49704.38
2023-12-21,P0376,Heinz At,Food,Heinz,C0369,Jeffery,Female,South Michael,S044,Store_44,East Traviston,6,12089.00,0.05,68907.30,9108.85
2023-02-08,P0145,Zara Pattern,Fashion,Zara,C0178,Derek,Female,Joshuaborough,S035,Store_35,Karenfurt,2,23636.00,0.10,42544.80,5402.70
2023-09-09,P0320,Nestle Light,Food,Nestle,C0383,Jose,Male,Lake Daniel,S043,Store_43,West Cathy,3,22692.00,0.05,64672.20,5630.32
2023-02-10,P0201,IKEA Point,Home,IKEA,C0863,Jamie,Female,New Johnfort,S045,Store_45,East Brandon,2,12977.00,0.15,22060.90,2511.55
2023-09-22,P0279,Panasonic Race,Home,Panasonic,C0649,Michael,Male,North Dustinburgh,S030,Store_30,Nicoleton,1,37916.00,0.05,36020.20,4788.19
2023-10-10,P0254,Philips Special,Home,Philips,C0745,Steven,Male,Lake Allisonland,S015,Store_15,Samanthaview,3,15862.00,0.00,47586.00,10900.46
2023-03-12,P0250,Philips Image,Home,Philips,C0663,Tyler,Male,Jacquelinemouth,S006,Store_6,Alyssaview,4,2543.00,0.10,9154.80,1097.75
2023-12-29,P0403,L'Oreal Entire,Beauty,L'Oreal,C0987,Katherine,Male,East Chelseaborough,S022,Store_22,Geraldside,3,26519.00,0.05,75579.15,6517.50
2023-01-21,P0311,Nestle Blue,Food,Nestle,C0341,Eric,Male,Claytown,S042,Store_42,Paulmouth,2,17717.00,0.05,33662.30,7856.79
2023-01-10,P0185,Uniqlo Relate,Fashion,Uniqlo,C0834,Katherine,Female,Coreyside,S038,Store_38,Lake Kenneth,5,33518.00,0.20,134072.00,38466.94
2023-10-26,P0499,Shiseido Wrong,Beauty,Shiseido,C0454,Ashley,Male,South Sydney,S008,Store_8,South Matthewport,3,2151.00,0.20,5162.40,293.14
2023-03-31,P0482,Shiseido Detail,Beauty,Shiseido,C0908,Marcus,Male,Christopherfort,S014,Store_14,Port Frances,4,18961.00,0.10,68259.60,6344.50
2023-06-11,P0365,Heinz Until,Food,Heinz,C0576,Kathleen,Male,Caitlinton,S022,Store_22,Geraldside,10,12540.00,0.10,112860.00,15566.26
2023-03-03,P0089,HP Dinner,Electronics,HP,C0059,Olivia,Male,North Kellymouth,S034,Store_34,Allenchester,10,2489.00,0.10,22401.00,6158.23
2023-02-05,P0289,Tefal Skill,Home,Tefal,C0953,Michelle,Female,Port Michelleview,S003,Store_3,Melissatown,5,25204.00,0.15,107117.00,21494.08
2023-02-17,P0441,Estee Lauder Well,Beauty,Estee Lauder,C0856,Mario,Male,Fosterbury,S006,Store_6,Alyssaview,10,6059.00,0.10,54531.00,4544.71
2023-07-18,P0220,IKEA Attack,Home,IKEA,C0761,Katherine,Male,Paceborough,S025,Store_25,Emilybury,3,25302.00,0.05,72110.70,11244.49
2023-05-08,P0208,IKEA Agent,Home,IKEA,C0475,Teresa,Male,Danielbury,S006,Store_6,Alyssaview,1,1524.00,0.10,1371.60,263.17
2023-07-16,P0240,Sealy Think,Home,Sealy,C0311,Kathleen,Male,South Charles,S014,Store_14,Port Frances,2,27230.00,0.05,51737.00,4003.73
2023-05-21,P0447,Estee Lauder Statement,Beauty,Estee Lauder,C0289,Karen,Male,Sellersland,S024,Store_24,South Whitneyport,7,1130.00,0.05,7514.50,1159.45
2023-02-12,P0021,Apple Discussion,Electronics,Apple,C0681,John,Male,Hurleyland,S034,Store_34,Allenchester,10,36159.00,0.15,307351.50,34573.97
2023-11-25,P0321,Oreo Give,Food,Oreo,C0790,Adrian,Female,Scottmouth,S003,Store_3,Melissatown,2,30431.00,0.00,60862.00,4476.75
2023-10-14,P0493,Shiseido Type,Beauty,Shiseido,C0988,Ann,Female,Jamesborough,S012,Store_12,Kariport,1,46275.00,0.10,41647.50,7709.45
2023-10-14,P0196,Uniqlo Amount,Fashion,Uniqlo,C0290,Marco,Male,South Georgeville,S040,Store_40,New Sandraton,3,13950.00,0.00,41850.00,2189.29
2023-08-07,P0307,Nestle Drive,Food,Nestle,C0419,Kevin,Male,East Kimberg,S016,Store_16,West Leah,1,547.00,0.10,492.30,119.47
2023-07-06,P0150,Zara Occur,Fashion,Zara,C0091,Rachel,Female,Zavalaport,S041,Store_41,Burnshaven,4,11468.00,0.10,41284.80,8597.54
2023-07-22,P0306,Nestle Point,Food,Nestle,C0828,Frances,Female,Lindseyland,S036,Store_36,Lake Ryan,1,2801.00,0.10,2520.90,193.97
2023-03-30,P0146,Zara Raise,Fashion,Zara,C0973,Rachael,Male,Bartonmouth,S048,Store_48,Williamsmouth,2,29180.00,0.15,49606.00,9302.89
2023-03-14,P0121,Adidas Popular,Fashion,Adidas,C0352,Faith,Female,East Williamshire,S044,Store_44,East Traviston,1,44839.00,0.10,40355.10,5893.64
2023-01-23,P0072,Dell Investment,Electronics,Dell,C0352,Faith,Female,East Williamshire,S037,Store_37,South Tonyashire,6,6466.00,0.20,31036.80,6643.36
2023-12-14,P0294,Tefal Task,Home,Tefal,C0608,Bryan,Male,South Alicebury,S016,Store_16,West Leah,8,40049.00,0.10,288352.80,52425.16
2023-01-15,P0008,Samsung Outside,Electronics,Samsung,C0227,Dawn,Male,North Tonyaport,S044,Store_44,East Traviston,8,47784.00,0.20,305817.60,72254.96
2023-01-20,P0153,Zara It,Fashion,Zara,C0004,Taylor,Male,New Matthewside,S034,Store_34,Allenchester,4,438.00,0.10,1576.80,347.76
2023-01-25,P0200,Uniqlo Democratic,Fashion,Uniqlo,C0066,Joshua,Male,New Steve,S034,Store_34,Allenchester,10,24990.00,0.05,237405.00,39672.54
2023-09-01,P0172,H&M Green,Fashion,H&M,C0337,Nicole,Female,Port Ericville,S002,Store_2,New Laura,10,13072.00,0.20,104576.00,17421.83
2023-04-10,P0362,Heinz Soon,Food,Heinz,C0578,Jonathan,Male,West Sharontown,S050,Store_50,Mendozastad,2,18115.00,0.05,34418.50,8000.05
2023-10-29,P0352,Lays Nature,Food,Lays,C0103,Scott,Male,New Kennethland,S039,Store_39,West Shawnashire,7,46946.00,0.10,295759.80,27237.70
2023-08-04,P0047,Sony Sport,Electronics,Sony,C0340,Tiffany,Female,Markborough,S018,Store_18,Marialand,1,36953.00,0.20,29562.40,3399.43
2023-05-06,P0167,H&M Personal,Fashion,H&M,C0358,Robert,Female,East Bethbury,S004,Store_4,Courtneymouth,9,42499.00,0.00,382491.00,99296.66
2023-11-12,P0426,Maybelline Cup,Beauty,Maybelline,C0866,James,Female,North Haleyview,S009,Store_9,North Curtishaven,1,26781.00,0.20,21424.80,3788.47
2023-01-08,P0256,Philips Leg,Home,Philips,C0822,William,Female,Lawsonfurt,S031,Store_31,North Rachel,5,17537.00,0.10,78916.50,18018.45
2023-10-27,P0372,Heinz Author,Food,Heinz,C0623,David,Female,Morganchester,S044,Store_44,East Traviston,4,23163.00,0.15,78754.20,9513.85
2023-07-20,P0255,Philips Office,Home,Philips,C0001,Fernando,Male,Micheleport,S018,Store_18,Marialand,8,2455.00,0.10,17676.00,3014.06
2023-02-26,P0334,Oreo Determine,Food,Oreo,C0275,Gregory,Male,Amandaburgh,S007,Store_7,Lisafurt,7,43998.00,0.05,292586.70,28826.90
2023-09-27,P0027,Apple Still,Electronics,Apple,C0256,Brandi,Female,Lopezberg,S010,Store_10,South Carla,7,28827.00,0.00,201789.00,54847.12
2023-07-30,P0319,Nestle Audience,Food,Nestle,C0213,Stephanie,Male,Schultzstad,S025,Store_25,Emilybury,7,13435.00,0.15,79938.25,16694.33
2023-04-18,P0133,Adidas Stay,Fashion,Adidas,C0517,Eric,Male,New Christineport,S005,Store_5,Heathermouth,3,25203.00,0.20,60487.20,16096.35
2023-07-28,P0313,Nestle See,Food,Nestle,C0800,Grace,Female,East Jenniferstad,S014,Store_14,Port Frances,9,46578.00,0.05,398241.90,98017.98
2023-03-14,P0413,L'Oreal Mean,Beauty,L'Oreal,C0023,Ryan,Female,Port Shanebury,S043,Store_43,West Cathy,4,7448.00,0.15,25323.20,5955.65
2023-08-11,P0222,Sealy Lot,Home,Sealy,C0438,Edward,Female,South Ashley,S009,Store_9,North Curtishaven,8,4542.00,0.15,30885.60,3673.96
2023-08-15,P0480,Nivea Movement,Beauty,Nivea,C0477,Mary,Male,Lake Christopherstad,S041,Store_41,Burnshaven,4,29250.00,0.00,117000.00,21123.08
2023-03-03,P0226,Sealy Herself,Home,Sealy,C0433,Glen,Female,Sandraville,S011,Store_11,South Terrimouth,4,44877.00,0.05,170532.60,18217.02
2023-07-10,P0167,H&M Personal,Fashion,H&M,C0599,Scott,Male,West Becky,S001,Store_1,East Jonathanview,8,19410.00,0.05,147516.00,11230.12
2023-07-28,P0426,Maybelline Cup,Beauty,Maybelline,C0904,Angela,Female,Port Ellenberg,S047,Store_47,New Megan,8,5138.00,0.20,32883.20,7110.53
2023-03-07,P0227,Sealy Be,Home,Sealy,C0434,William,Male,Lake James,S031,Store_31,North Rachel,6,24107.00,0.00,144642.00,17208.18
2023-05-25,P0420,L'Oreal Me,Beauty,L'Oreal,C0252,Susan,Female,Nancyborough,S039,Store_39,West Shawnashire,1,12781.00,0.20,10224.80,2028.60
2023-03-03,P0040,Apple Boy,Electronics,Apple,C0859,Brian,Female,Masonview,S044,Store_44,East Traviston,5,3310.00,0.10,14895.00,3294.84
2023-09-20,P0385,Pepsi Buy,Food,Pepsi,C0770,Alicia,Male,West Jennifer,S013,Store_13,Markmouth,7,11937.00,0.00,83559.00,18872.12
2023-02-06,P0292,Tefal Instead,Home,Tefal,C0424,Michael,Male,Kirstenborough,S005,Store_5,Heathermouth,4,34135.00,0.20,109232.00,32435.29
2023-01-21,P0115,Nike School,Fashion,Nike,C0053,Ryan,Male,Lake Michelleland,S044,Store_44,East Traviston,3,21378.00,0.00,64134.00,11313.43
2023-01-03,P0120,Nike Without,Fashion,Nike,C0632,Robert,Female,Rodriguezville,S013,Store_13,Markmouth,7,1752.00,0.00,12264.00,2166.76
2023-07-20,P0167,H&M Personal,Fashion,H&M,C0264,Alexandra,Male,Amymouth,S024,Store_24,South Whitneyport,10,16940.00,0.00,169400.00,45017.46
2023-02-11,P0359,Lays Might,Food,Lays,C0563,Jesse,Female,North John,S007,Store_7,Lisafurt,5,2037.00,0.15,8657.25,458.56
2023-01-26,P0435,Maybelline South,Beauty,Maybelline,C0026,Wendy,Female,Port Jessefurt,S034,Store_34,Allenchester,5,10600.00,0.05,50350.00,7556.91
2023-02-15,P0401,L'Oreal At,Beauty,L'Oreal,C0388,Jennifer,Female,Port Carrietown,S011,Store_11,South Terrimouth,5,26637.00,0.10,119866.50,7932.20
